TrackId,TrackName,Composer,Milliseconds,Bytes,UnitPrice,AlbumTitle,ArtistName,GenreName,MediaTypeName
423,"I Want To Break Free","John Deacon",259108,8552861,0.99,"Greatest Hits II",Queen,Rock,"MPEG audio file"
424,Innuendo,Queen,387761,12664591,0.99,"Greatest Hits II",Queen,Rock,"MPEG audio file"
425,"It's A Hard Life","Freddie Mercury",249417,8112242,0.99,"Greatest Hits II",Queen,Rock,"MPEG audio file"
426,Breakthru,Queen,249234,8150479,0.99,"Greatest Hits II",Queen,Rock,"MPEG audio file"
427,"Who Wants To Live Forever","Brian May",297691,9577577,0.99,"Greatest Hits II",Queen,Rock,"MPEG audio file"
428,Headlong,Queen,273057,8921404,0.99,"Greatest Hits II",Queen,Rock,"MPEG audio file"
429,"The Miracle",Queen,294974,9671923,0.99,"Greatest Hits II",Queen,Rock,"MPEG audio file"
430,"I'm Going Slightly Mad",Queen,248032,8192339,0.99,"Greatest Hits II",Queen,Rock,"MPEG audio file"
431,"The Invisible Man",Queen,238994,7920353,0.99,"Greatest Hits II",Queen,Rock,"MPEG audio file"
432,"Hammer To Fall","Brian May",220316,7255404,0.99,"Greatest Hits II",Queen,Rock,"MPEG audio file"
433,"Friends Will Be Friends","Freddie Mercury & John Deacon",248920,8114582,0.99,"Greatest Hits II",Queen,Rock,"MPEG audio file"
434,"The Show Must Go On",Queen,263784,8526760,0.99,"Greatest Hits II",Queen,Rock,"MPEG audio file"
435,"One Vision",Queen,242599,7936928,0.99,"Greatest Hits II",Queen,Rock,"MPEG audio file"
436,"Detroit Rock City","Paul Stanley, B. Ezrin",218880,7146372,0.99,"Greatest Kiss",Kiss,Rock,"MPEG audio file"
437,"Black Diamond","Paul Stanley",314148,10266007,0.99,"Greatest Kiss",Kiss,Rock,"MPEG audio file"
438,"Hard Luck Woman","Paul Stanley",216032,7109267,0.99,"Greatest Kiss",Kiss,Rock,"MPEG audio file"
439,"Sure Know Something","Paul Stanley, Vincent Poncia",242468,7939886,0.99,"Greatest Kiss",Kiss,Rock,"MPEG audio file"
440,"Love Gun","Paul Stanley",196257,6424915,0.99,"Greatest Kiss",Kiss,Rock,"MPEG audio file"
441,Deuce,"Gene Simmons",185077,6097210,0.99,"Greatest Kiss",Kiss,Rock,"MPEG audio file"
442,"Goin' Blind","Gene Simmons, S. Coronel",216215,7045314,0.99,"Greatest Kiss",Kiss,Rock,"MPEG audio file"
443,"Shock Me","Ace Frehley",227291,7529336,0.99,"Greatest Kiss",Kiss,Rock,"MPEG audio file"
444,"Do You Love Me","Paul Stanley, B. Ezrin, K. Fowley",214987,6976194,0.99,"Greatest Kiss",Kiss,Rock,"MPEG audio file"
445,She,"Gene Simmons, S. Coronel",248346,8229734,0.99,"Greatest Kiss",Kiss,Rock,"MPEG audio file"
446,"I Was Made For Loving You","Paul Stanley, Vincent Poncia, Desmond Child",271360,9018078,0.99,"Greatest Kiss",Kiss,Rock,"MPEG audio file"
447,"Shout It Out Loud","Paul Stanley, Gene Simmons, B. Ezrin",219742,7194424,0.99,"Greatest Kiss",Kiss,Rock,"MPEG audio file"
448,"God Of Thunder","Paul Stanley",255791,8309077,0.99,"Greatest Kiss",Kiss,Rock,"MPEG audio file"
449,"Calling Dr. Love","Gene Simmons",225332,7395034,0.99,"Greatest Kiss",Kiss,Rock,"MPEG audio file"
450,Beth,"S. Penridge, Bob Ezrin, Peter Criss",166974,5360574,0.99,"Greatest Kiss",Kiss,Rock,"MPEG audio file"
451,Strutter,"Paul Stanley, Gene Simmons",192496,6317021,0.99,"Greatest Kiss",Kiss,Rock,"MPEG audio file"
452,"Rock And Roll All Nite","Paul Stanley, Gene Simmons",173609,5735902,0.99,"Greatest Kiss",Kiss,Rock,"MPEG audio file"
453,"Cold Gin","Ace Frehley",262243,8609783,0.99,"Greatest Kiss",Kiss,Rock,"MPEG audio file"
454,"Plaster Caster","Gene Simmons",207333,6801116,0.99,"Greatest Kiss",Kiss,Rock,"MPEG audio file"
455,"God Gave Rock 'n' Roll To You","Paul Stanley, Gene Simmons, Rus Ballard, Bob Ezrin",320444,10441590,0.99,"Greatest Kiss",Kiss,Rock,"MPEG audio file"
456,"Heart of the Night",NULL,273737,9098263,0.99,"Heart of the Night","Spyro Gyra",Jazz,"MPEG audio file"
457,"De La Luz",NULL,315219,10518284,0.99,"Heart of the Night","Spyro Gyra",Jazz,"MPEG audio file"
458,"Westwood Moon",NULL,295627,9765802,0.99,"Heart of the Night","Spyro Gyra",Jazz,"MPEG audio file"
459,Midnight,NULL,266866,8851060,0.99,"Heart of the Night","Spyro Gyra",Jazz,"MPEG audio file"
460,Playtime,NULL,273580,9070880,0.99,"Heart of the Night","Spyro Gyra",Jazz,"MPEG audio file"
461,Surrender,NULL,287634,9422926,0.99,"Heart of the Night","Spyro Gyra",Jazz,"MPEG audio file"
462,Valentino's,NULL,296124,9848545,0.99,"Heart of the Night","Spyro Gyra",Jazz,"MPEG audio file"
463,Believe,NULL,310778,10317185,0.99,"Heart of the Night","Spyro Gyra",Jazz,"MPEG audio file"
464,"As We Sleep",NULL,316865,10429398,0.99,"Heart of the Night","Spyro Gyra",Jazz,"MPEG audio file"
465,"When Evening Falls",NULL,298135,9863942,0.99,"Heart of the Night","Spyro Gyra",Jazz,"MPEG audio file"
466,"J Squared",NULL,288757,9480777,0.99,"Heart of the Night","Spyro Gyra",Jazz,"MPEG audio file"
467,"Best Thing",NULL,274259,9069394,0.99,"Heart of the Night","Spyro Gyra",Jazz,"MPEG audio file"
468,Maria,"Billie Joe Armstrong -Words Green Day -Music",167262,5484747,0.99,"International Superhits","Green Day","Alternative & Punk","MPEG audio file"
469,"Poprocks And Coke","Billie Joe Armstrong -Words Green Day -Music",158354,5243078,0.99,"International Superhits","Green Day","Alternative & Punk","MPEG audio file"
470,Longview,"Billie Joe Armstrong -Words Green Day -Music",234083,7714939,0.99,"International Superhits","Green Day","Alternative & Punk","MPEG audio file"
471,"Welcome To Paradise","Billie Joe Armstrong -Words Green Day -Music",224208,7406008,0.99,"International Superhits","Green Day","Alternative & Punk","MPEG audio file"
472,"Basket Case","Billie Joe Armstrong -Words Green Day -Music",181629,5951736,0.99,"International Superhits","Green Day","Alternative & Punk","MPEG audio file"
473,"When I Come Around","Billie Joe Armstrong -Words Green Day -Music",178364,5839426,0.99,"International Superhits","Green Day","Alternative & Punk","MPEG audio file"
474,She,"Billie Joe Armstrong -Words Green Day -Music",134164,4425128,0.99,"International Superhits","Green Day","Alternative & Punk","MPEG audio file"
475,"J.A.R. (Jason Andrew Relva)","Mike Dirnt -Words Green Day -Music",170997,5645755,0.99,"International Superhits","Green Day","Alternative & Punk","MPEG audio file"
476,"Geek Stink Breath","Billie Joe Armstrong -Words Green Day -Music",135888,4408983,0.99,"International Superhits","Green Day","Alternative & Punk","MPEG audio file"
477,"Brain Stew","Billie Joe Armstrong -Words Green Day -Music",193149,6305550,0.99,"International Superhits","Green Day","Alternative & Punk","MPEG audio file"
478,Jaded,"Billie Joe Armstrong -Words Green Day -Music",90331,2950224,0.99,"International Superhits","Green Day","Alternative & Punk","MPEG audio file"
479,"Walking Contradiction","Billie Joe Armstrong -Words Green Day -Music",151170,4932366,0.99,"International Superhits","Green Day","Alternative & Punk","MPEG audio file"
480,"Stuck With Me","Billie Joe Armstrong -Words Green Day -Music",135523,4431357,0.99,"International Superhits","Green Day","Alternative & Punk","MPEG audio file"
481,"Hitchin' A Ride","Billie Joe Armstrong -Words Green Day -Music",171546,5616891,0.99,"International Superhits","Green Day","Alternative & Punk","MPEG audio file"
482,"Good Riddance (Time Of Your Life)","Billie Joe Armstrong -Words Green Day -Music",153600,5075241,0.99,"International Superhits","Green Day","Alternative & Punk","MPEG audio file"
483,Redundant,"Billie Joe Armstrong -Words Green Day -Music",198164,6481753,0.99,"International Superhits","Green Day","Alternative & Punk","MPEG audio file"
484,"Nice Guys Finish Last","Billie Joe Armstrong -Words Green Day -Music",170187,5604618,0.99,"International Superhits","Green Day","Alternative & Punk","MPEG audio file"
485,Minority,"Billie Joe Armstrong -Words Green Day -Music",168803,5535061,0.99,"International Superhits","Green Day","Alternative & Punk","MPEG audio file"
486,Warning,"Billie Joe Armstrong -Words Green Day -Music",221910,7343176,0.99,"International Superhits","Green Day","Alternative & Punk","MPEG audio file"
487,Waiting,"Billie Joe Armstrong -Words Green Day -Music",192757,6316430,0.99,"International Superhits","Green Day","Alternative & Punk","MPEG audio file"
488,"Macy's Day Parade","Billie Joe Armstrong -Words Green Day -Music",213420,7075573,0.99,"International Superhits","Green Day","Alternative & Punk","MPEG audio file"
489,"Into The Light","David Coverdale",76303,2452653,0.99,"Into The Light","David Coverdale",Rock,"MPEG audio file"
490,"River Song","David Coverdale",439510,14359478,0.99,"Into The Light","David Coverdale",Rock,"MPEG audio file"
491,"She Give Me ...","David Coverdale",252551,8385478,0.99,"Into The Light","David Coverdale",Rock,"MPEG audio file"
492,"Don't You Cry","David Coverdale",347036,11269612,0.99,"Into The Light","David Coverdale",Rock,"MPEG audio file"
493,"Love Is Blind","David Coverdale/Earl Slick",344999,11409720,0.99,"Into The Light","David Coverdale",Rock,"MPEG audio file"
494,Slave,"David Coverdale/Earl Slick",291892,9425200,0.99,"Into The Light","David Coverdale",Rock,"MPEG audio file"
495,"Cry For Love","Bossi/David Coverdale/Earl Slick",293015,9567075,0.99,"Into The Light","David Coverdale",Rock,"MPEG audio file"
496,"Living On Love","Bossi/David Coverdale/Earl Slick",391549,12785876,0.99,"Into The Light","David Coverdale",Rock,"MPEG audio file"
497,"Midnight Blue","David Coverdale/Earl Slick",298631,9750990,0.99,"Into The Light","David Coverdale",Rock,"MPEG audio file"
498,"Too Many Tears","Adrian Vanderberg/David Coverdale",359497,11810238,0.99,"Into The Light","David Coverdale",Rock,"MPEG audio file"
499,"Don't Lie To Me","David Coverdale/Earl Slick",283585,9288007,0.99,"Into The Light","David Coverdale",Rock,"MPEG audio file"
500,"Wherever You May Go","David Coverdale",239699,7803074,0.99,"Into The Light","David Coverdale",Rock,"MPEG audio file"
501,"Grito De Alerta","Gonzaga Jr.",202213,6539422,0.99,"Meus Momentos",Gonzaguinha,Latin,"MPEG audio file"
502,"Não Dá Mais Pra Segurar (Explode Coração)",NULL,219768,7083012,0.99,"Meus Momentos",Gonzaguinha,Latin,"MPEG audio file"
503,"Começaria Tudo Outra Vez",NULL,196545,6473395,0.99,"Meus Momentos",Gonzaguinha,Latin,"MPEG audio file"
504,"O Que É O Que É ?",NULL,259291,8650647,0.99,"Meus Momentos",Gonzaguinha,Latin,"MPEG audio file"
505,Sangrando,"Gonzaga Jr/Gonzaguinha",169717,5494406,0.99,"Meus Momentos",Gonzaguinha,Latin,"MPEG audio file"
506,"Diga Lá, Coração",NULL,255921,8280636,0.99,"Meus Momentos",Gonzaguinha,Latin,"MPEG audio file"
507,"Lindo Lago Do Amor","Gonzaga Jr.",249678,8353191,0.99,"Meus Momentos",Gonzaguinha,Latin,"MPEG audio file"
508,"Eu Apenas Queria Que Voçê Soubesse",NULL,155637,5130056,0.99,"Meus Momentos",Gonzaguinha,Latin,"MPEG audio file"
509,"Com A Perna No Mundo","Gonzaga Jr.",227448,7747108,0.99,"Meus Momentos",Gonzaguinha,Latin,"MPEG audio file"
510,"E Vamos À Luta",NULL,222406,7585112,0.99,"Meus Momentos",Gonzaguinha,Latin,"MPEG audio file"
511,"Um Homem Também Chora (Guerreiro Menino)",NULL,207229,6854219,0.99,"Meus Momentos",Gonzaguinha,Latin,"MPEG audio file"
512,"Comportamento Geral","Gonzaga Jr",181577,5997444,0.99,"Meus Momentos",Gonzaguinha,Latin,"MPEG audio file"
513,"Ponto De Interrogação",NULL,180950,5946265,0.99,"Meus Momentos",Gonzaguinha,Latin,"MPEG audio file"
514,"Espere Por Mim, Morena",Gonzaguinha,207072,6796523,0.99,"Meus Momentos",Gonzaguinha,Latin,"MPEG audio file"
515,"Meia-Lua Inteira",NULL,222093,7466288,0.99,"Minha Historia","Chico Buarque",Latin,"MPEG audio file"
516,"Voce e Linda",NULL,242938,8050268,0.99,"Minha Historia","Chico Buarque",Latin,"MPEG audio file"
517,"Um Indio",NULL,195944,6453213,0.99,"Minha Historia","Chico Buarque",Latin,"MPEG audio file"
518,"Podres Poderes",NULL,259761,8622495,0.99,"Minha Historia","Chico Buarque",Latin,"MPEG audio file"
519,"Voce Nao Entende Nada - Cotidiano",NULL,421982,13885612,0.99,"Minha Historia","Chico Buarque",Latin,"MPEG audio file"
520,"O Estrangeiro",NULL,374700,12472890,0.99,"Minha Historia","Chico Buarque",Latin,"MPEG audio file"
521,"Menino Do Rio",NULL,147670,4862277,0.99,"Minha Historia","Chico Buarque",Latin,"MPEG audio file"
522,"Qualquer Coisa",NULL,193410,6372433,0.99,"Minha Historia","Chico Buarque",Latin,"MPEG audio file"
523,Sampa,NULL,185051,6151831,0.99,"Minha Historia","Chico Buarque",Latin,"MPEG audio file"
524,Queixa,NULL,299676,9953962,0.99,"Minha Historia","Chico Buarque",Latin,"MPEG audio file"
525,"O Leaozinho",NULL,184398,6098150,0.99,"Minha Historia","Chico Buarque",Latin,"MPEG audio file"
526,"Fora Da Ordem",NULL,354011,11746781,0.99,"Minha Historia","Chico Buarque",Latin,"MPEG audio file"
527,Terra,NULL,401319,13224055,0.99,"Minha Historia","Chico Buarque",Latin,"MPEG audio file"
528,"Alegria, Alegria",NULL,169221,5497025,0.99,"Minha Historia","Chico Buarque",Latin,"MPEG audio file"
529,"Balada Do Louco","Arnaldo Baptista - Rita Lee",241057,7852328,0.99,"Minha História","Os Mutantes","Alternative & Punk","MPEG audio file"
530,"Ando Meio Desligado","Arnaldo Baptista - Rita Lee -  Sérgio Dias",287817,9484504,0.99,"Minha História","Os Mutantes","Alternative & Punk","MPEG audio file"
531,"Top Top","Os Mutantes - Arnolpho Lima Filho",146938,4875374,0.99,"Minha História","Os Mutantes","Alternative & Punk","MPEG audio file"
532,Baby,"Caetano Veloso",177188,5798202,0.99,"Minha História","Os Mutantes","Alternative & Punk","MPEG audio file"
533,"A E O Z",Mutantes,518556,16873005,0.99,"Minha História","Os Mutantes","Alternative & Punk","MPEG audio file"
534,"Panis Et Circenses","Caetano Veloso - Gilberto Gil",125152,4069688,0.99,"Minha História","Os Mutantes","Alternative & Punk","MPEG audio file"
535,"Chão De Estrelas","Orestes Barbosa-Sílvio Caldas",284813,9433620,0.99,"Minha História","Os Mutantes","Alternative & Punk","MPEG audio file"
536,"Vida De Cachorro","Rita Lee - Arnaldo Baptista - Sérgio Baptista",195186,6411149,0.99,"Minha História","Os Mutantes","Alternative & Punk","MPEG audio file"
537,"Bat Macumba","Gilberto Gil - Caetano Veloso",187794,6295223,0.99,"Minha História","Os Mutantes","Alternative & Punk","MPEG audio file"
538,"Desculpe Babe","Arnaldo Baptista - Rita Lee",170422,5637959,0.99,"Minha História","Os Mutantes","Alternative & Punk","MPEG audio file"
539,"Rita Lee","Arnaldo Baptista/Rita Lee/Sérgio Dias",189257,6270503,0.99,"Minha História","Os Mutantes","Alternative & Punk","MPEG audio file"
540,"Posso Perder Minha Mulher, Minha Mãe, Desde Que Eu Tenha O Rock And Roll","Arnaldo Baptista - Rita Lee - Arnolpho Lima Filho",222955,7346254,0.99,"Minha História","Os Mutantes","Alternative & Punk","MPEG audio file"
541,"Banho De Lua","B. de Filippi - F. Migliaci - Versão: Fred Jorge",221831,7232123,0.99,"Minha História","Os Mutantes","Alternative & Punk","MPEG audio file"
542,"Meu Refrigerador Não Funciona","Arnaldo Baptista - Rita Lee - Sérgio Dias",382981,12495906,0.99,"Minha História","Os Mutantes","Alternative & Punk","MPEG audio file"
543,Burn,Coverdale/Lord/Paice,453955,14775708,0.99,"MK III The Final Concerts [Disc 1]","Deep Purple",Rock,"MPEG audio file"
544,Stormbringer,Coverdale,277133,9050022,0.99,"MK III The Final Concerts [Disc 1]","Deep Purple",Rock,"MPEG audio file"
545,Gypsy,Coverdale/Hughes/Lord/Paice,339173,11046952,0.99,"MK III The Final Concerts [Disc 1]","Deep Purple",Rock,"MPEG audio file"
546,"Lady Double Dealer",Coverdale,233586,7608759,0.99,"MK III The Final Concerts [Disc 1]","Deep Purple",Rock,"MPEG audio file"
547,Mistreated,Coverdale,758648,24596235,0.99,"MK III The Final Concerts [Disc 1]","Deep Purple",Rock,"MPEG audio file"
548,"Smoke On The Water",Gillan/Glover/Lord/Paice,618031,20103125,0.99,"MK III The Final Concerts [Disc 1]","Deep Purple",Rock,"MPEG audio file"
549,"You Fool No One",Coverdale/Lord/Paice,804101,26369966,0.99,"MK III The Final Concerts [Disc 1]","Deep Purple",Rock,"MPEG audio file"
550,"Custard Pie","Jimmy Page/Robert Plant",253962,8348257,0.99,"Physical Graffiti [Disc 1]","Led Zeppelin",Rock,"MPEG audio file"
551,"The Rover","Jimmy Page/Robert Plant",337084,11011286,0.99,"Physical Graffiti [Disc 1]","Led Zeppelin",Rock,"MPEG audio file"
552,"In My Time Of Dying","John Bonham/John Paul Jones",666017,21676727,0.99,"Physical Graffiti [Disc 1]","Led Zeppelin",Rock,"MPEG audio file"
553,"Houses Of The Holy","Jimmy Page/Robert Plant",242494,7972503,0.99,"Physical Graffiti [Disc 1]","Led Zeppelin",Rock,"MPEG audio file"
554,"Trampled Under Foot","John Paul Jones",336692,11154468,0.99,"Physical Graffiti [Disc 1]","Led Zeppelin",Rock,"MPEG audio file"
555,Kashmir,"John Bonham",508604,16686580,0.99,"Physical Graffiti [Disc 1]","Led Zeppelin",Rock,"MPEG audio file"
556,Imperatriz,"Guga/Marquinho Lessa/Tuninho Professor",339173,11348710,0.99,"Sambas De Enredo 2001","Various Artists",Latin,"MPEG audio file"
557,Beija-Flor,Caruso/Cleber/Deo/Osmar,327000,10991159,0.99,"Sambas De Enredo 2001","Various Artists",Latin,"MPEG audio file"
558,Viradouro,"Dadinho/Gilbreto Gomes/Gustavo/P.C. Portugal/R. Mocoto",344320,11484362,0.99,"Sambas De Enredo 2001","Various Artists",Latin,"MPEG audio file"
559,Mocidade,"Domenil/J. Brito/Joaozinho/Rap, Marcelo Do",261720,8817757,0.99,"Sambas De Enredo 2001","Various Artists",Latin,"MPEG audio file"
560,"Unidos Da Tijuca","Douglas/Neves, Vicente Das/Silva, Gilmar L./Toninho Gentil/Wantuir",338834,11440689,0.99,"Sambas De Enredo 2001","Various Artists",Latin,"MPEG audio file"
561,Salgueiro,"Augusto/Craig Negoescu/Rocco Filho/Saara, Ze Carlos Da",305920,10294741,0.99,"Sambas De Enredo 2001","Various Artists",Latin,"MPEG audio file"
562,Mangueira,"Bizuca/Clóvis Pê/Gilson Bernini/Marelo D'Aguia",298318,9999506,0.99,"Sambas De Enredo 2001","Various Artists",Latin,"MPEG audio file"
563,"União Da Ilha","Dito/Djalma Falcao/Ilha, Almir Da/Márcio André",330945,11100945,0.99,"Sambas De Enredo 2001","Various Artists",Latin,"MPEG audio file"
564,"Grande Rio","Carlos Santos/Ciro/Claudio Russo/Zé Luiz",307252,10251428,0.99,"Sambas De Enredo 2001","Various Artists",Latin,"MPEG audio file"
565,Portela,"Flavio Bororo/Paulo Apparicio/Wagner Alves/Zeca Sereno",319608,10712216,0.99,"Sambas De Enredo 2001","Various Artists",Latin,"MPEG audio file"
566,Caprichosos,"Gule/Jorge 101/Lequinho/Luiz Piao",351320,11870956,0.99,"Sambas De Enredo 2001","Various Artists",Latin,"MPEG audio file"
567,Tradição,"Adalto Magalha/Lourenco",269165,9114880,0.99,"Sambas De Enredo 2001","Various Artists",Latin,"MPEG audio file"
568,"Império Serrano","Arlindo Cruz/Carlos Sena/Elmo Caetano/Mauricao",334942,11161196,0.99,"Sambas De Enredo 2001","Various Artists",Latin,"MPEG audio file"
569,Tuiuti,"Claudio Martins/David Lima/Kleber Rodrigues/Livre, Cesare Som",259657,8749492,0.99,"Sambas De Enredo 2001","Various Artists",Latin,"MPEG audio file"
570,"(Da Le) Yaleo",Santana,353488,11769507,0.99,Supernatural,Santana,Rock,"MPEG audio file"
571,"Love Of My Life","Carlos Santana & Dave Matthews",347820,11634337,0.99,Supernatural,Santana,Rock,"MPEG audio file"
572,"Put Your Lights On","E. Shrody",285178,9394769,0.99,Supernatural,Santana,Rock,"MPEG audio file"
573,"Africa Bamba","I. Toure, S. Tidiane Toure, Carlos Santana & K. Perazzo",282827,9492487,0.99,Supernatural,Santana,Rock,"MPEG audio file"
574,Smooth,"M. Itaal Shur & Rob Thomas",298161,9867455,0.99,Supernatural,Santana,Rock,"MPEG audio file"
575,"Do You Like The Way","L. Hill",354899,11741062,0.99,Supernatural,Santana,Rock,"MPEG audio file"
576,"Maria Maria","W. Jean, J. Duplessis, Carlos Santana, K. Perazzo & R. Rekow",262635,8664601,0.99,Supernatural,Santana,Rock,"MPEG audio file"
577,Migra,"R. Taha, Carlos Santana & T. Lindsay",329064,10963305,0.99,Supernatural,Santana,Rock,"MPEG audio file"
578,"Corazon Espinado","F. Olivera",276114,9206802,0.99,Supernatural,Santana,Rock,"MPEG audio file"
579,"Wishing It Was","Eale-Eye Cherry, M. Simpson, J. King & M. Nishita",292832,9771348,0.99,Supernatural,Santana,Rock,"MPEG audio file"
580,"El Farol","Carlos Santana & KC Porter",291160,9599353,0.99,Supernatural,Santana,Rock,"MPEG audio file"
581,Primavera,"KC Porter & JB Eckl",378618,12504234,0.99,Supernatural,Santana,Rock,"MPEG audio file"
582,"The Calling","Carlos Santana & C. Thompson",747755,24703884,0.99,Supernatural,Santana,Rock,"MPEG audio file"
583,Solução,NULL,247431,8100449,0.99,"The Best of Ed Motta","Ed Motta",Latin,"MPEG audio file"
584,Manuel,NULL,230269,7677671,0.99,"The Best of Ed Motta","Ed Motta",Latin,"MPEG audio file"
585,"Entre E Ouça",NULL,286302,9391004,0.99,"The Best of Ed Motta","Ed Motta",Latin,"MPEG audio file"
586,"Um Contrato Com Deus",NULL,202501,6636465,0.99,"The Best of Ed Motta","Ed Motta",Latin,"MPEG audio file"
587,"Um Jantar Pra Dois",NULL,244009,8021589,0.99,"The Best of Ed Motta","Ed Motta",Latin,"MPEG audio file"
588,"Vamos Dançar",NULL,226194,7617432,0.99,"The Best of Ed Motta","Ed Motta",Latin,"MPEG audio file"
589,"Um Love",NULL,181603,6095524,0.99,"The Best of Ed Motta","Ed Motta",Latin,"MPEG audio file"
590,"Seis Da Tarde",NULL,238445,7935898,0.99,"The Best of Ed Motta","Ed Motta",Latin,"MPEG audio file"
591,"Baixo Rio",NULL,198008,6521676,0.99,"The Best of Ed Motta","Ed Motta",Latin,"MPEG audio file"
592,"Sombras Do Meu Destino",NULL,280685,9161539,0.99,"The Best of Ed Motta","Ed Motta",Latin,"MPEG audio file"
593,"Do You Have Other Loves?",NULL,295235,9604273,0.99,"The Best of Ed Motta","Ed Motta",Latin,"MPEG audio file"
594,"Agora Que O Dia Acordou",NULL,323213,10572752,0.99,"The Best of Ed Motta","Ed Motta",Latin,"MPEG audio file"
595,Já!!!,NULL,217782,7103608,0.99,"The Best of Ed Motta","Ed Motta",Latin,"MPEG audio file"
596,"A Rua",NULL,238027,7930264,0.99,"The Best of Ed Motta","Ed Motta",Latin,"MPEG audio file"
597,"Now's The Time","Miles Davis",197459,6358868,0.99,"The Essential Miles Davis [Disc 1]","Miles Davis",Jazz,"MPEG audio file"
598,Jeru,"Miles Davis",193410,6222536,0.99,"The Essential Miles Davis [Disc 1]","Miles Davis",Jazz,"MPEG audio file"
599,Compulsion,"Miles Davis",345025,11254474,0.99,"The Essential Miles Davis [Disc 1]","Miles Davis",Jazz,"MPEG audio file"
600,"Tempus Fugit","Miles Davis",231784,7548434,0.99,"The Essential Miles Davis [Disc 1]","Miles Davis",Jazz,"MPEG audio file"
601,Walkin',"Miles Davis",807392,26411634,0.99,"The Essential Miles Davis [Disc 1]","Miles Davis",Jazz,"MPEG audio file"
602,"'Round Midnight","Miles Davis",357459,11590284,0.99,"The Essential Miles Davis [Disc 1]","Miles Davis",Jazz,"MPEG audio file"
603,"Bye Bye Blackbird","Miles Davis",476003,15549224,0.99,"The Essential Miles Davis [Disc 1]","Miles Davis",Jazz,"MPEG audio file"
604,"New Rhumba","Miles Davis",277968,9018024,0.99,"The Essential Miles Davis [Disc 1]","Miles Davis",Jazz,"MPEG audio file"
605,Generique,"Miles Davis",168777,5437017,0.99,"The Essential Miles Davis [Disc 1]","Miles Davis",Jazz,"MPEG audio file"
606,Summertime,"Miles Davis",200437,6461370,0.99,"The Essential Miles Davis [Disc 1]","Miles Davis",Jazz,"MPEG audio file"
607,"So What","Miles Davis",564009,18360449,0.99,"The Essential Miles Davis [Disc 1]","Miles Davis",Jazz,"MPEG audio file"
608,"The Pan Piper","Miles Davis",233769,7593713,0.99,"The Essential Miles Davis [Disc 1]","Miles Davis",Jazz,"MPEG audio file"
609,"Someday My Prince Will Come","Miles Davis",544078,17890773,0.99,"The Essential Miles Davis [Disc 1]","Miles Davis",Jazz,"MPEG audio file"
610,"My Funny Valentine (Live)","Miles Davis",907520,29416781,0.99,"The Essential Miles Davis [Disc 2]","Miles Davis",Jazz,"MPEG audio file"
611,E.S.P.,"Miles Davis",330684,11079866,0.99,"The Essential Miles Davis [Disc 2]","Miles Davis",Jazz,"MPEG audio file"
612,Nefertiti,"Miles Davis",473495,15478450,0.99,"The Essential Miles Davis [Disc 2]","Miles Davis",Jazz,"MPEG audio file"
613,"Petits Machins (Little Stuff)","Miles Davis",487392,16131272,0.99,"The Essential Miles Davis [Disc 2]","Miles Davis",Jazz,"MPEG audio file"
614,"Miles Runs The Voodoo Down","Miles Davis",843964,27967919,0.99,"The Essential Miles Davis [Disc 2]","Miles Davis",Jazz,"MPEG audio file"
615,"Little Church (Live)","Miles Davis",196101,6273225,0.99,"The Essential Miles Davis [Disc 2]","Miles Davis",Jazz,"MPEG audio file"
616,"Black Satin","Miles Davis",316682,10529483,0.99,"The Essential Miles Davis [Disc 2]","Miles Davis",Jazz,"MPEG audio file"
617,"Jean Pierre (Live)","Miles Davis",243461,7955114,0.99,"The Essential Miles Davis [Disc 2]","Miles Davis",Jazz,"MPEG audio file"
618,"Time After Time","Miles Davis",220734,7292197,0.99,"The Essential Miles Davis [Disc 2]","Miles Davis",Jazz,"MPEG audio file"
619,Portia,"Miles Davis",378775,12520126,0.99,"The Essential Miles Davis [Disc 2]","Miles Davis",Jazz,"MPEG audio file"
620,"Space Truckin'",Blackmore/Gillan/Glover/Lord/Paice,1196094,39267613,0.99,"The Final Concerts (Disc 2)","Deep Purple",Rock,"MPEG audio file"
621,"Going Down / Highway Star","Gillan/Glover/Lord/Nix - Blackmore/Paice",913658,29846063,0.99,"The Final Concerts (Disc 2)","Deep Purple",Rock,"MPEG audio file"
622,"Mistreated (Alternate Version)",Blackmore/Coverdale,854700,27775442,0.99,"The Final Concerts (Disc 2)","Deep Purple",Rock,"MPEG audio file"
623,"You Fool No One (Alternate Version)",Blackmore/Coverdale/Lord/Paice,763924,24887209,0.99,"The Final Concerts (Disc 2)","Deep Purple",Rock,"MPEG audio file"
624,"Jeepers Creepers",NULL,185965,5991903,0.99,"Up An' Atom","Gene Krupa",Jazz,"MPEG audio file"
625,"Blue Rythm Fantasy",NULL,348212,11204006,0.99,"Up An' Atom","Gene Krupa",Jazz,"MPEG audio file"
626,"Drum Boogie",NULL,191555,6185636,0.99,"Up An' Atom","Gene Krupa",Jazz,"MPEG audio file"
627,"Let Me Off Uptown",NULL,187637,6034685,0.99,"Up An' Atom","Gene Krupa",Jazz,"MPEG audio file"
628,"Leave Us Leap",NULL,182726,5898810,0.99,"Up An' Atom","Gene Krupa",Jazz,"MPEG audio file"
629,"Opus No.1",NULL,179800,5846041,0.99,"Up An' Atom","Gene Krupa",Jazz,"MPEG audio file"
